sherlock_holmes_consulting_detective:_the_thames_murders_&_other_cases	1982	7	7.51633	8	120
skull	2011	10	7.00842	6	45
smash_up	2012	6	6.59706	4	45
sonar	2017	7	6.01678	4	30
spyfall	2014	8	6.7589	8	15
star_trek_panic	2016	5	6.25424	6	90
star_wars:_empire_vs._rebellion	2014	5	5.90593	2	60
star_wars:_imperial_assault	2014	6	7.73846	5	120
star_wars:_x-wing_miniatures_game_â€“_the_force_awakens_core_set	2015	5	6.94074	2	45
sushi_go_party!	2016	6.5	7.28959	8	20
sushi_go!	2013	6.5	6.94022	5	15
sushi_roll	2019	8	6.43491	5	20
t.i.m.e_stories	2015	7	7.3781	4	90
t.i.m.e_stories:_a_prophecy_of_dragons	2016	10	7.08247	4	180
t.i.m.e_stories:_estrella_drive	2017	1	6.34313	4	90
t.i.m.e_stories:_expedition_â€“_endurance	2017	6	6.70433	4	90
t.i.m.e_stories:_the_marcy_case	2015	6	7.13007	4	90
t.i.m.e_stories:_under_the_mask	2016	2	6.75741	4	0
takenoko	2011	6	7.14637	4	45
targi	2012	9	7.41974	2	60
telestrations	2009	5.5	7.16587	8	30
terraforming_mars	2016	7	8.28608	5	120
terraforming_mars:_hellas_&_elysium	2017	7	7.82637	5	120
terraforming_mars:_prelude	2018	9	8.26188	5	120
three-dragon_ante:_emperor's_gambit	2010	4	5.79025	6	30
ticket_to_ride	2004	6	7.31734	5	60
ticket_to_ride:_new_york	2018	7.5	6.59879	4	15
tides_of_time	2015	5.5	6.4325	2	20
timeline:_inventions	2010	6	6.47523	8	15
tiny_epic_defenders	2015	7	5.97683	4	30
tiny_epic_dinosaurs	2020	0	6.33268	4	60
tiny_epic_galaxies	2015	9.5	7.15648	5	45
tiny_epic_western	2016	7	6.28922	4	45
tiny_epic_zombies	2018	6	6.49861	5	45
tsuro	2004	5.5	6.55474	8	20
unlock!:_escape_adventures_â€“_squeek_&_sausage	2017	8	6.56972	6	75
unlock!:_escape_adventures_â€“_the_formula	2017	6.5	6.46598	6	75
unlock!:_escape_adventures_â€“_the_island_of_doctor_goorse	2017	0	6.13615	6	60
unlock!:_mystery_adventures_â€“_the_house_on_the_hill	2017	8.5	6.33552	6	60
unlock!:_mystery_adventures_â€“_the_nautilus'_traps	2017	8	5.74151	6	60
unlock!:_mystery_adventures_â€“_the_tonipal's_treasure	2017	0	6.28748	6	60
unlock!:_secret_adventures_â€“_a_noside_story	2018	6.5	6.13821	6	60
via_magica	2020	7	5.80547	6	30
via_nebula	2016	7.5	6.60756	4	60
viticulture_essential_edition	2015	10	7.90997	6	90
viticulture:_tuscany_essential_edition	2016	9	7.91864	6	150
welcome_to_the_dungeon	2013	7.5	6.46012	4	30
welcome_to...	2018	8.5	7.41487	100	25
werewords	2017	6	6.64571	10	10
when_i_dream	2016	5.5	6.60839	10	40
wits_&_wagers_family	2010	8	6.26682	10	20
yeti_in_my_spaghetti	2015	5	5.4192	99	15
zombie_dice	2010	6.5	6.08429	99	20
